text,label
Add and subtract within 20.,1.OA.C.6
Work with addition and subtraction equations.,1.OA.D.7
Add and subtract within 20.,1.OA.C.6
"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.A.2
Work with addition and subtraction equations.,1.OA.D.8
"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.A.2
Add and subtract within 20.,1.OA.C.5
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.3
Work with addition and subtraction equations.,1.OA.D.8
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.3
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.3
Work with addition and subtraction equations.,1.OA.D.8
Work with addition and subtraction equations.,1.OA.D.7
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.3
"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.A.2
Add and subtract within 20.,1.OA.C.5
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.3
Add and subtract within 20.,1.OA.C.6
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.3
Add and subtract within 20.,1.OA.C.6
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.3
Work with addition and subtraction equations.,1.OA.D.7
Represent and interpret data.,1.MD.C.4
Represent and interpret data.,1.MD.C.4
Extend the counting sequence.,1.NBT.A.1
Extend the counting sequence.,1.NBT.A.1
Understand place value.,1.NBT.B.2
Understand place value.,1.NBT.B.3
Represent and interpret data.,1.MD.C.4
Understand place value.,1.NBT.B.2
Understand place value.,1.NBT.B.2
Understand place value.,1.NBT.B.2
Represent and interpret data.,1.MD.C.4
Extend the counting sequence.,1.NBT.A.1
Extend the counting sequence.,1.NBT.A.1
Represent and interpret data.,1.MD.C.4
Understand place value.,1.NBT.B.2
Represent and interpret data.,1.MD.C.4
Use properties of operations to generate equivalent expressions.,7.EE.A.1
Represent and interpret data.,1.MD.C.4
Understand and apply properties of operations and the relationship between addition and subtraction.,1.OA.B.4
Represent and solve problems involving addition and subtraction.,1.OA.A.2
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.4
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.4
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.5
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.4
Understand and apply properties of operations and the relationship between addition and subtraction.,1.OA.B.3
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.6
Represent and solve problems involving addition and subtraction.,1.OA.A.2
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.4
Understand and apply properties of operations and the relationship between addition and subtraction.,1.OA.B.3
Understand and apply properties of operations and the relationship between addition and subtraction.,1.OA.B.4
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.6
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.4
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.4
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.5
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.5
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.6
Use place value understanding and properties of operations to add and subtract.,1.NBT.C.4
Work with equal groups of objects to gain foundations for multiplication.,2.OA.C.3
Add and subtract within 20.,2.OA.B.2
Congruence,HSG.CO.C.9
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Work with equal groups of objects to gain foundations for multiplication.,2.OA.C.3
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Work with equal groups of objects to gain foundations for multiplication.,2.OA.C.3
Add and subtract within 20.,2.OA.B.2
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Work with equal groups of objects to gain foundations for multiplication.,2.OA.C.4
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Work with equal groups of objects to gain foundations for multiplication.,2.OA.C.3
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Represent and solve problems involving addition and subtraction.,2.OA.A.1
Add and subtract within 20.,2.OA.B.2
Work with equal groups of objects to gain foundations for multiplication.,2.OA.C.4
"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.B.6
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.3
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.4
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.3
"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.A.1
"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.A.2
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.1
"Apply and extend previous understandings of operations with fractions to add, subtract, multiply, and divide rational numbers.",7.NS.A.2
"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.B.6
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.4
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.1
Vector and Matrix Quantities,HSN.VM.C.8
"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.B.6
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.3
"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.B.6
"Investigate chance processes and develop, use, and evaluate probability models.",7.SP.C.6
Solve real-life and mathematical problems using numerical and algebraic expressions and equations.,7.EE.B.4
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.3
Work with equal groups of objects to gain foundations for multiplication.,2.OA.C.4
"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.B.6
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.1
"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.B.6
Vector and Matrix Quantities,HSN.VM.B.4
"Solve real-life and mathematical problems involving angle measure, area, surface area, and volume.",7.G.B.4
Analyze proportional relationships and use them to solve real-world and mathematical problems.,7.RP.A.3
"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.A.1
"Draw, construct, and describe geometrical figures and describe the relationships between them.",7.G.A.1
"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",3.OA.D.9
Congruence,HSG.CO.C.11
Congruence,HSG.CO.C.10
"Similarity, Right Triangles, and Trigonometry",HSG.SRT.B.4
Congruence,HSG.CO.C.11
Congruence,HSG.CO.C.11
"Similarity, Right Triangles, and Trigonometry",HSG.SRT.B.4
Work with radicals and integer exponents.,8.EE.A.2
Congruence,HSG.CO.C.10
Congruence,HSG.CO.C.11
Congruence,HSG.CO.C.11
Work with radicals and integer exponents.,8.EE.A.2
Congruence,HSG.CO.C.10
Geometric Measurement and Dimension,HSG.GMD.B.4
Circles,HSG.C.A.2
Use the four operations with whole numbers to solve problems.,4.OA.A.2
"Similarity, Right Triangles, and Trigonometry",HSG.SRT.B.4
Use the four operations with whole numbers to solve problems.,4.OA.A.2
Multiply and divide within 100.,3.OA.C.7
Represent and solve problems involving multiplication and division.,3.OA.A.3
Multiply and divide within 100.,3.OA.C.7
Multiply and divide within 100.,3.OA.C.7
Represent and solve problems involving multiplication and division.,3.OA.A.2
Multiply and divide within 100.,3.OA.C.7
Multiply and divide within 100.,3.OA.C.7
Represent and solve problems involving multiplication and division.,3.OA.A.2
Represent and solve problems involving multiplication and division.,3.OA.A.3
Represent and solve problems involving multiplication and division.,3.OA.A.3
Represent and solve problems involving multiplication and division.,3.OA.A.3
"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",3.OA.D.8
Represent and solve problems involving multiplication and division.,3.OA.A.3
Represent and solve problems involving multiplication and division.,3.OA.A.3
Represent and solve problems involving multiplication and division.,3.OA.A.3
Represent and solve problems involving multiplication and division.,3.OA.A.3
Multiply and divide within 100.,3.OA.C.7
Represent and solve problems involving multiplication and division.,3.OA.A.3
"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",3.OA.D.8
"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",3.OA.D.8
"Solve problems involving the four operations, and identify and explain patterns in arithmetic.",3.OA.D.8
Represent and solve problems involving multiplication and division.,3.OA.A.2
Represent and solve problems involving multiplication and division.,3.OA.A.3
Multiply and divide within 100.,3.OA.C.7
Multiply and divide within 100.,3.OA.C.7
Multiply and divide within 100.,3.OA.C.7
Represent and solve problems involving multiplication and division.,3.OA.A.1
Represent and solve problems involving multiplication and division.,3.OA.A.4
Understand properties of multiplication and the relationship between multiplication and division.,3.OA.B.6
